name,type,value,date
"OH","Ohio",542,"2019-02-01"
"OH","Ohio",508,"2019-03-01"
"OH","Ohio",583,"2019-04-01"
"OH","Ohio",547,"2019-05-01"
"OH","Ohio",387,"2019-06-01"
"OH","Ohio",477,"2019-07-01"
"OH","Ohio",560,"2019-08-01"
"OH","Ohio",517,"2019-09-01"
"OH","Ohio",705,"2019-10-01"
"OH","Ohio",694,"2019-11-01"
"OH","Ohio",636,"2019-12-01"
"OH","Ohio",547,"2020-01-01"
"OH","Ohio",519,"2020-02-01"
"OH","Ohio",1084,"2020-03-01"
"OH","Ohio",1911,"2020-04-01"
"OH","Ohio",1827,"2020-05-01"
"OH","Ohio",2180,"2020-06-01"
"OH","Ohio",350,"2020-07-01"
"OH","Ohio",347,"2020-08-01"
"OH","Ohio",552,"2020-09-01"
"OH","Ohio",847,"2020-10-01"
"OH","Ohio",936,"2020-11-01"
"OH","Ohio",1233,"2020-12-01"
"OK","Oklahoma",14,"2016-06-01"
"OK","Oklahoma",41,"2016-07-01"
"OK","Oklahoma",103,"2016-08-01"
"OK","Oklahoma",105,"2016-09-01"
"OK","Oklahoma",90,"2016-10-01"
"OK","Oklahoma",94,"2016-11-01"
"OK","Oklahoma",123,"2016-12-01"
"OK","Oklahoma",71,"2017-01-01"
"OK","Oklahoma",87,"2017-02-01"
"OK","Oklahoma",68,"2017-03-01"
"OK","Oklahoma",98,"2017-04-01"
"OK","Oklahoma",84,"2017-05-01"
"OK","Oklahoma",79,"2017-06-01"
"OK","Oklahoma",154,"2017-07-01"
"OK","Oklahoma",881,"2017-08-01"
"OK","Oklahoma",995,"2017-09-01"
"OK","Oklahoma",908,"2017-10-01"
"OK","Oklahoma",864,"2017-11-01"
"OK","Oklahoma",1034,"2017-12-01"
"OK","Oklahoma",919,"2018-01-01"
"OK","Oklahoma",850,"2018-02-01"
"OK","Oklahoma",839,"2018-03-01"
"OK","Oklahoma",856,"2018-04-01"
"OK","Oklahoma",1022,"2018-05-01"
"OK","Oklahoma",735,"2018-06-01"
"OK","Oklahoma",855,"2018-07-01"
"OK","Oklahoma",947,"2018-08-01"
"OK","Oklahoma",726,"2018-09-01"
"OK","Oklahoma",890,"2018-10-01"
"OK","Oklahoma",946,"2018-11-01"
"OK","Oklahoma",795,"2018-12-01"
"OK","Oklahoma",996,"2019-01-01"
"OK","Oklahoma",811,"2019-02-01"
"OK","Oklahoma",881,"2019-03-01"
"OK","Oklahoma",1132,"2019-04-01"
"OK","Oklahoma",1028,"2019-05-01"
"OK","Oklahoma",855,"2019-06-01"
"OK","Oklahoma",871,"2019-07-01"
"OK","Oklahoma",969,"2019-08-01"
"OK","Oklahoma",693,"2019-09-01"
"OK","Oklahoma",709,"2019-10-01"
"OK","Oklahoma",680,"2019-11-01"
"OK","Oklahoma",576,"2019-12-01"
"OK","Oklahoma",522,"2020-01-01"
"OK","Oklahoma",503,"2020-02-01"
"OK","Oklahoma",819,"2020-03-01"
"OK","Oklahoma",1157,"2020-04-01"
"OK","Oklahoma",1585,"2020-05-01"
"OK","Oklahoma",1595,"2020-06-01"
"OK","Oklahoma",419,"2020-07-01"
"OK","Oklahoma",443,"2020-08-01"
"OK","Oklahoma",471,"2020-09-01"
"OK","Oklahoma",338,"2020-10-01"
"OK","Oklahoma",408,"2020-11-01"
"OK","Oklahoma",371,"2020-12-01"
"OR","Oregon",43,"2016-06-01"
"OR","Oregon",109,"2016-07-01"
"OR","Oregon",123,"2016-08-01"
"OR","Oregon",147,"2016-09-01"
"OR","Oregon",191,"2016-10-01"
"OR","Oregon",194,"2016-11-01"
"OR","Oregon",198,"2016-12-01"
"OR","Oregon",120,"2017-01-01"
"OR","Oregon",128,"2017-02-01"
"OR","Oregon",145,"2017-03-01"
"OR","Oregon",123,"2017-04-01"
"OR","Oregon",146,"2017-05-01"
"OR","Oregon",108,"2017-06-01"
"OR","Oregon",204,"2017-07-01"
"OR","Oregon",471,"2017-08-01"
"OR","Oregon",452,"2017-09-01"
"OR","Oregon",755,"2017-10-01"
"OR","Oregon",647,"2017-11-01"
"OR","Oregon",524,"2017-12-01"
"OR","Oregon",435,"2018-01-01"
"OR","Oregon",461,"2018-02-01"
"OR","Oregon",481,"2018-03-01"
"OR","Oregon",353,"2018-04-01"
"OR","Oregon",367,"2018-05-01"
"OR","Oregon",420,"2018-06-01"
"OR","Oregon",342,"2018-07-01"
"OR","Oregon",3004,"2018-08-01"
"OR","Oregon",3147,"2018-09-01"
"OR","Oregon",2612,"2018-10-01"
"OR","Oregon",3598,"2018-11-01"
"OR","Oregon",4005,"2018-12-01"
"OR","Oregon",3465,"2019-01-01"
"OR","Oregon",5742,"2019-02-01"
"OR","Oregon",3117,"2019-03-01"
"OR","Oregon",2379,"2019-04-01"
"OR","Oregon",1873,"2019-05-01"
"OR","Oregon",2083,"2019-06-01"
"OR","Oregon",3192,"2019-07-01"
"OR","Oregon",3621,"2019-08-01"
"OR","Oregon",3273,"2019-09-01"
"OR","Oregon",3295,"2019-10-01"
"OR","Oregon",2889,"2019-11-01"
"OR","Oregon",3371,"2019-12-01"
"OR","Oregon",4053,"2020-01-01"
"OR","Oregon",2896,"2020-02-01"
"OR","Oregon",2702,"2020-03-01"
"OR","Oregon",2368,"2020-04-01"
"OR","Oregon",3164,"2020-05-01"
"OR","Oregon",3320,"2020-06-01"
"OR","Oregon",128,"2020-07-01"
"OR","Oregon",158,"2020-08-01"
"OR","Oregon",2146,"2020-09-01"
"OR","Oregon",2891,"2020-10-01"
"OR","Oregon",5562,"2020-11-01"
"OR","Oregon",6611,"2020-12-01"
"PA","Pennsylvania",42,"2016-02-01"
"PA","Pennsylvania",103,"2016-03-01"
"PA","Pennsylvania",282,"2016-04-01"
"PA","Pennsylvania",195,"2016-05-01"
"PA","Pennsylvania",698,"2016-06-01"
"PA","Pennsylvania",1441,"2016-07-01"
"PA","Pennsylvania",1808,"2016-08-01"
"PA","Pennsylvania",1782,"2016-09-01"
"PA","Pennsylvania",1892,"2016-10-01"
"PA","Pennsylvania",2316,"2016-11-01"
"PA","Pennsylvania",1924,"2016-12-01"
"PA","Pennsylvania",1718,"2017-01-01"
"PA","Pennsylvania",1802,"2017-02-01"
"PA","Pennsylvania",1877,"2017-03-01"
"PA","Pennsylvania",1453,"2017-04-01"
"PA","Pennsylvania",1259,"2017-05-01"
"PA","Pennsylvania",1409,"2017-06-01"
"PA","Pennsylvania",759,"2017-07-01"
"PA","Pennsylvania",1107,"2017-08-01"
"PA","Pennsylvania",1288,"2017-09-01"
"PA","Pennsylvania",1073,"2017-10-01"
"PA","Pennsylvania",729,"2017-11-01"
"PA","Pennsylvania",937,"2017-12-01"
"PA","Pennsylvania",1063,"2018-01-01"
"PA","Pennsylvania",873,"2018-02-01"
"PA","Pennsylvania",1083,"2018-03-01"
"PA","Pennsylvania",1026,"2018-04-01"
"PA","Pennsylvania",1102,"2018-05-01"
"PA","Pennsylvania",920,"2018-06-01"
"PA","Pennsylvania",950,"2018-07-01"
"PA","Pennsylvania",885,"2018-08-01"
"PA","Pennsylvania",1082,"2018-09-01"
"PA","Pennsylvania",1248,"2018-10-01"
"PA","Pennsylvania",1115,"2018-11-01"
"PA","Pennsylvania",843,"2018-12-01"
"PA","Pennsylvania",1063,"2019-01-01"
"PA","Pennsylvania",1012,"2019-02-01"
"PA","Pennsylvania",1023,"2019-03-01"
"PA","Pennsylvania",847,"2019-04-01"
"PA","Pennsylvania",851,"2019-05-01"
"PA","Pennsylvania",861,"2019-06-01"
"PA","Pennsylvania",838,"2019-07-01"
"PA","Pennsylvania",674,"2019-08-01"
"PA","Pennsylvania",731,"2019-09-01"
"PA","Pennsylvania",1053,"2019-10-01"
"PA","Pennsylvania",871,"2019-11-01"
"PA","Pennsylvania",1039,"2019-12-01"
"PA","Pennsylvania",1043,"2020-01-01"
"PA","Pennsylvania",833,"2020-02-01"
"PA","Pennsylvania",2006,"2020-03-01"
"PA","Pennsylvania",3322,"2020-04-01"
"PA","Pennsylvania",3026,"2020-05-01"
"PA","Pennsylvania",2720,"2020-06-01"
"PA","Pennsylvania",555,"2020-07-01"
"PA","Pennsylvania",521,"2020-08-01"
"PA","Pennsylvania",2730,"2020-09-01"
"PA","Pennsylvania",5079,"2020-10-01"
"PA","Pennsylvania",8162,"2020-11-01"
"PA","Pennsylvania",8801,"2020-12-01"
"RI","Rhode Island",27,"2016-03-01"
"RI","Rhode Island",88,"2016-04-01"
"RI","Rhode Island",81,"2016-05-01"
"RI","Rhode Island",85,"2016-06-01"
"RI","Rhode Island",74,"2016-07-01"
"RI","Rhode Island",107,"2016-08-01"
"RI","Rhode Island",115,"2016-09-01"
"RI","Rhode Island",122,"2016-10-01"
"RI","Rhode Island",178,"2016-11-01"
"RI","Rhode Island",157,"2016-12-01"
"RI","Rhode Island",117,"2017-01-01"
"RI","Rhode Island",140,"2017-02-01"
"RI","Rhode Island",108,"2017-03-01"
"RI","Rhode Island",117,"2017-04-01"
"RI","Rhode Island",128,"2017-05-01"
"RI","Rhode Island",158,"2017-06-01"
"RI","Rhode Island",96,"2017-07-01"
"RI","Rhode Island",201,"2017-08-01"
"RI","Rhode Island",199,"2017-09-01"
"RI","Rhode Island",168,"2017-10-01"
"RI","Rhode Island",207,"2017-11-01"
"RI","Rhode Island",174,"2017-12-01"
"RI","Rhode Island",194,"2018-01-01"
"RI","Rhode Island",134,"2018-02-01"
"RI","Rhode Island",132,"2018-03-01"
"RI","Rhode Island",143,"2018-04-01"
"RI","Rhode Island",159,"2018-05-01"
"RI","Rhode Island",138,"2018-06-01"
"RI","Rhode Island",170,"2018-07-01"
"RI","Rhode Island",181,"2018-08-01"
"RI","Rhode Island",216,"2018-09-01"
"RI","Rhode Island",210,"2018-10-01"
"RI","Rhode Island",214,"2018-11-01"
"RI","Rhode Island",140,"2018-12-01"
"RI","Rhode Island",170,"2019-01-01"
"RI","Rhode Island",184,"2019-02-01"
"RI","Rhode Island",141,"2019-03-01"
"RI","Rhode Island",162,"2019-04-01"
"RI","Rhode Island",153,"2019-05-01"
"RI","Rhode Island",155,"2019-06-01"
"RI","Rhode Island",170,"2019-07-01"
"RI","Rhode Island",139,"2019-08-01"
"RI","Rhode Island",154,"2019-09-01"
"RI","Rhode Island",162,"2019-10-01"
"RI","Rhode Island",147,"2019-11-01"
"RI","Rhode Island",128,"2019-12-01"
"RI","Rhode Island",103,"2020-01-01"
"RI","Rhode Island",108,"2020-02-01"
"RI","Rhode Island",134,"2020-03-01"
"RI","Rhode Island",222,"2020-04-01"
"RI","Rhode Island",154,"2020-05-01"
"RI","Rhode Island",161,"2020-06-01"
"RI","Rhode Island",70,"2020-07-01"
"RI","Rhode Island",73,"2020-08-01"
"RI","Rhode Island",122,"2020-09-01"
"RI","Rhode Island",138,"2020-10-01"
"RI","Rhode Island",128,"2020-11-01"
"RI","Rhode Island",158,"2020-12-01"
"SC","South Carolina",117,"2016-06-01"
"SC","South Carolina",248,"2016-07-01"
"SC","South Carolina",357,"2016-08-01"
"SC","South Carolina",355,"2016-09-01"
"SC","South Carolina",309,"2016-10-01"
"SC","South Carolina",355,"2016-11-01"
"SC","South Carolina",317,"2016-12-01"
"SC","South Carolina",319,"2017-01-01"
"SC","South Carolina",338,"2017-02-01"
"SC","South Carolina",341,"2017-03-01"
"SC","South Carolina",292,"2017-04-01"
"SC","South Carolina",281,"2017-05-01"
"SC","South Carolina",314,"2017-06-01"
"SC","South Carolina",424,"2017-07-01"
"SC","South Carolina",2697,"2017-08-01"
"SC","South Carolina",2415,"2017-09-01"
"SC","South Carolina",2660,"2017-10-01"
"SC","South Carolina",2625,"2017-11-01"
"SC","South Carolina",2290,"2017-12-01"
"SC","South Carolina",2662,"2018-01-01"
"SC","South Carolina",2687,"2018-02-01"
"SC","South Carolina",2738,"2018-03-01"
"SC","South Carolina",2744,"2018-04-01"
"SC","South Carolina",3038,"2018-05-01"
"SC","South Carolina",2027,"2018-06-01"
"SC","South Carolina",2101,"2018-07-01"
"SC","South Carolina",2094,"2018-08-01"
"SC","South Carolina",1846,"2018-09-01"
"SC","South Carolina",2604,"2018-10-01"
"SC","South Carolina",2253,"2018-11-01"
"SC","South Carolina",2139,"2018-12-01"
"SC","South Carolina",2329,"2019-01-01"
"SC","South Carolina",1932,"2019-02-01"
"SC","South Carolina",2087,"2019-03-01"
"SC","South Carolina",2424,"2019-04-01"
"SC","South Carolina",2547,"2019-05-01"
"SC","South Carolina",2281,"2019-06-01"
"SC","South Carolina",2429,"2019-07-01"
"SC","South Carolina",2444,"2019-08-01"
"SC","South Carolina",2587,"2019-09-01"
"SC","South Carolina",3239,"2019-10-01"
"SC","South Carolina",2919,"2019-11-01"
"SC","South Carolina",2926,"2019-12-01"
"SC","South Carolina",2565,"2020-01-01"
"SC","South Carolina",2291,"2020-02-01"
"SC","South Carolina",2380,"2020-03-01"
"SC","South Carolina",2920,"2020-04-01"
"SC","South Carolina",2390,"2020-05-01"
"SC","South Carolina",2722,"2020-06-01"
"SC","South Carolina",1519,"2020-07-01"
"SC","South Carolina",1635,"2020-08-01"
"SC","South Carolina",3698,"2020-09-01"
"SC","South Carolina",5717,"2020-10-01"
"SC","South Carolina",8068,"2020-11-01"
"SC","South Carolina",8426,"2020-12-01"
"SD","South Dakota",1,"2016-04-01"
"SD","South Dakota",1,"2016-07-01"
"SD","South Dakota",3,"2016-08-01"
"SD","South Dakota",1,"2016-11-01"
"SD","South Dakota",2,"2016-12-01"
"SD","South Dakota",2,"2017-01-01"
"SD","South Dakota",2,"2017-02-01"
"SD","South Dakota",1,"2017-08-01"
"SD","South Dakota",1,"2017-09-01"
"SD","South Dakota",2,"2017-11-01"
"SD","South Dakota",3,"2017-12-01"
"SD","South Dakota",4,"2018-01-01"
"SD","South Dakota",1,"2018-08-01"
"SD","South Dakota",1,"2018-09-01"
"SD","South Dakota",1,"2018-10-01"
"SD","South Dakota",2,"2018-11-01"
"SD","South Dakota",2,"2018-12-01"
"SD","South Dakota",2,"2019-01-01"
"SD","South Dakota",2,"2019-02-01"
"SD","South Dakota",7,"2019-03-01"
"SD","South Dakota",3,"2019-04-01"
"SD","South Dakota",5,"2019-05-01"
"SD","South Dakota",2,"2019-06-01"
"SD","South Dakota",2,"2019-07-01"
"SD","South Dakota",4,"2019-09-01"
"SD","South Dakota",1,"2020-03-01"
"SD","South Dakota",90,"2020-09-01"
"SD","South Dakota",65,"2020-10-01"
"SD","South Dakota",3,"2020-11-01"
"SD","South Dakota",1,"2020-12-01"
"TN","Tennessee",178,"2016-06-01"
"TN","Tennessee",241,"2016-07-01"
"TN","Tennessee",312,"2016-08-01"
"TN","Tennessee",187,"2016-09-01"
"TN","Tennessee",188,"2016-10-01"
"TN","Tennessee",267,"2016-11-01"
"TN","Tennessee",315,"2016-12-01"
"TN","Tennessee",221,"2017-01-01"
"TN","Tennessee",199,"2017-02-01"
"TN","Tennessee",275,"2017-03-01"
"TN","Tennessee",266,"2017-04-01"
"TN","Tennessee",230,"2017-05-01"
"TN","Tennessee",208,"2017-06-01"
"TN","Tennessee",349,"2017-07-01"
"TN","Tennessee",1491,"2017-08-01"
"TN","Tennessee",1249,"2017-09-01"
"TN","Tennessee",693,"2017-10-01"
"TN","Tennessee",706,"2017-11-01"
"TN","Tennessee",944,"2017-12-01"
"TN","Tennessee",1021,"2018-01-01"
"TN","Tennessee",1087,"2018-02-01"
"TN","Tennessee",1053,"2018-03-01"
"TN","Tennessee",1201,"2018-04-01"
"TN","Tennessee",1131,"2018-05-01"
"TN","Tennessee",958,"2018-06-01"
"TN","Tennessee",937,"2018-07-01"
"TN","Tennessee",1136,"2018-08-01"
"TN","Tennessee",1171,"2018-09-01"
"TN","Tennessee",1393,"2018-10-01"
"TN","Tennessee",1306,"2018-11-01"
"TN","Tennessee",982,"2018-12-01"
"TN","Tennessee",964,"2019-01-01"
"TN","Tennessee",1025,"2019-02-01"
"TN","Tennessee",861,"2019-03-01"
"TN","Tennessee",1269,"2019-04-01"
"TN","Tennessee",979,"2019-05-01"
"TN","Tennessee",871,"2019-06-01"
"TN","Tennessee",834,"2019-07-01"
"TN","Tennessee",918,"2019-08-01"
"TN","Tennessee",849,"2019-09-01"
"TN","Tennessee",997,"2019-10-01"
"TN","Tennessee",1019,"2019-11-01"
"TN","Tennessee",872,"2019-12-01"
"TN","Tennessee",868,"2020-01-01"
"TN","Tennessee",817,"2020-02-01"
"TN","Tennessee",1125,"2020-03-01"
"TN","Tennessee",1347,"2020-04-01"
"TN","Tennessee",1795,"2020-05-01"
"TN","Tennessee",2076,"2020-06-01"
"TN","Tennessee",788,"2020-07-01"
"TN","Tennessee",807,"2020-08-01"
"TN","Tennessee",2061,"2020-09-01"
"TN","Tennessee",3222,"2020-10-01"
"TN","Tennessee",3367,"2020-11-01"
"TN","Tennessee",3869,"2020-12-01"
"TX","Texas",1480,"2016-06-01"
"TX","Texas",3890,"2016-07-01"
"TX","Texas",4535,"2016-08-01"
"TX","Texas",4607,"2016-09-01"
"TX","Texas",4724,"2016-10-01"
"TX","Texas",5794,"2016-11-01"
"TX","Texas",4773,"2016-12-01"
"TX","Texas",5250,"2017-01-01"
"TX","Texas",4387,"2017-02-01"
"TX","Texas",5053,"2017-03-01"
"TX","Texas",4210,"2017-04-01"
"TX","Texas",3365,"2017-05-01"
"TX","Texas",3773,"2017-06-01"
"TX","Texas",3400,"2017-07-01"
"TX","Texas",4465,"2017-08-01"
"TX","Texas",3941,"2017-09-01"
"TX","Texas",4164,"2017-10-01"
"TX","Texas",3757,"2017-11-01"
"TX","Texas",3978,"2017-12-01"
"TX","Texas",3840,"2018-01-01"
"TX","Texas",4409,"2018-02-01"
"TX","Texas",4095,"2018-03-01"
"TX","Texas",3980,"2018-04-01"
"TX","Texas",4023,"2018-05-01"
"TX","Texas",3674,"2018-06-01"
"TX","Texas",3114,"2018-07-01"
"TX","Texas",3547,"2018-08-01"
"TX","Texas",3822,"2018-09-01"
"TX","Texas",4630,"2018-10-01"
"TX","Texas",4160,"2018-11-01"
"TX","Texas",3952,"2018-12-01"
"TX","Texas",3773,"2019-01-01"
"TX","Texas",3323,"2019-02-01"
"TX","Texas",3087,"2019-03-01"
"TX","Texas",3819,"2019-04-01"
"TX","Texas",3621,"2019-05-01"
"TX","Texas",3219,"2019-06-01"
"TX","Texas",3537,"2019-07-01"
"TX","Texas",4051,"2019-08-01"
"TX","Texas",3573,"2019-09-01"
"TX","Texas",4222,"2019-10-01"
"TX","Texas",3391,"2019-11-01"
"TX","Texas",3139,"2019-12-01"
"TX","Texas",3144,"2020-01-01"
"TX","Texas",3070,"2020-02-01"
"TX","Texas",3009,"2020-03-01"
"TX","Texas",3188,"2020-04-01"
"TX","Texas",3588,"2020-05-01"
"TX","Texas",3745,"2020-06-01"
"TX","Texas",1499,"2020-07-01"
"TX","Texas",1629,"2020-08-01"
"TX","Texas",3871,"2020-09-01"
"TX","Texas",6465,"2020-10-01"
"TX","Texas",11236,"2020-11-01"
"TX","Texas",12649,"2020-12-01"
"UT","Utah",58,"2016-06-01"
"UT","Utah",221,"2016-07-01"
"UT","Utah",164,"2016-08-01"
"UT","Utah",87,"2016-09-01"
"UT","Utah",148,"2016-10-01"
"UT","Utah",158,"2016-11-01"
"UT","Utah",132,"2016-12-01"
"UT","Utah",159,"2017-01-01"
"UT","Utah",94,"2017-02-01"
"UT","Utah",100,"2017-03-01"
"UT","Utah",65,"2017-04-01"
"UT","Utah",138,"2017-05-01"
"UT","Utah",173,"2017-06-01"
"UT","Utah",193,"2017-07-01"
"UT","Utah",509,"2017-08-01"
"UT","Utah",552,"2017-09-01"
"UT","Utah",451,"2017-10-01"
"UT","Utah",439,"2017-11-01"
"UT","Utah",424,"2017-12-01"
"UT","Utah",417,"2018-01-01"
"UT","Utah",570,"2018-02-01"
"UT","Utah",415,"2018-03-01"
"UT","Utah",376,"2018-04-01"
"UT","Utah",462,"2018-05-01"
"UT","Utah",433,"2018-06-01"
"UT","Utah",371,"2018-07-01"
"UT","Utah",475,"2018-08-01"
"UT","Utah",469,"2018-09-01"
"UT","Utah",564,"2018-10-01"
"UT","Utah",1140,"2018-11-01"
"UT","Utah",2190,"2018-12-01"
"UT","Utah",1988,"2019-01-01"
"UT","Utah",1825,"2019-02-01"
"UT","Utah",1672,"2019-03-01"
"UT","Utah",1530,"2019-04-01"
"UT","Utah",1766,"2019-05-01"
"UT","Utah",1620,"2019-06-01"
"UT","Utah",1558,"2019-07-01"
"UT","Utah",2016,"2019-08-01"
"UT","Utah",1561,"2019-09-01"
"UT","Utah",1932,"2019-10-01"
"UT","Utah",1513,"2019-11-01"
"UT","Utah",1957,"2019-12-01"
"UT","Utah",1880,"2020-01-01"
"UT","Utah",1576,"2020-02-01"
"UT","Utah",1515,"2020-03-01"
"UT","Utah",1063,"2020-04-01"
"UT","Utah",1320,"2020-05-01"
"UT","Utah",1693,"2020-06-01"
"UT","Utah",253,"2020-07-01"
"UT","Utah",216,"2020-08-01"
"UT","Utah",489,"2020-09-01"
"UT","Utah",1004,"2020-10-01"
"UT","Utah",1225,"2020-11-01"
"UT","Utah",1578,"2020-12-01"
"VA","Virginia",343,"2016-06-01"
"VA","Virginia",472,"2016-07-01"
"VA","Virginia",609,"2016-08-01"
"VA","Virginia",552,"2016-09-01"
"VA","Virginia",697,"2016-10-01"
"VA","Virginia",942,"2016-11-01"
"VA","Virginia",931,"2016-12-01"
"VA","Virginia",775,"2017-01-01"
"VA","Virginia",604,"2017-02-01"
"VA","Virginia",827,"2017-03-01"
"VA","Virginia",623,"2017-04-01"
"VA","Virginia",651,"2017-05-01"
"VA","Virginia",631,"2017-06-01"
"VA","Virginia",742,"2017-07-01"
"VA","Virginia",1861,"2017-08-01"
"VA","Virginia",1652,"2017-09-01"
"VA","Virginia",1539,"2017-10-01"
"VA","Virginia",1329,"2017-11-01"
"VA","Virginia",1396,"2017-12-01"
"VA","Virginia",1468,"2018-01-01"
"VA","Virginia",1249,"2018-02-01"
"VA","Virginia",1157,"2018-03-01"
"VA","Virginia",984,"2018-04-01"
"VA","Virginia",1141,"2018-05-01"
"VA","Virginia",1090,"2018-06-01"
"VA","Virginia",1339,"2018-07-01"
"VA","Virginia",1207,"2018-08-01"
"VA","Virginia",1375,"2018-09-01"
"VA","Virginia",1994,"2018-10-01"
"VA","Virginia",1794,"2018-11-01"
"VA","Virginia",1639,"2018-12-01"
"VA","Virginia",1592,"2019-01-01"
"VA","Virginia",1391,"2019-02-01"
"VA","Virginia",1343,"2019-03-01"
"VA","Virginia",1389,"2019-04-01"
"VA","Virginia",1500,"2019-05-01"
"VA","Virginia",1069,"2019-06-01"
"VA","Virginia",1211,"2019-07-01"
"VA","Virginia",1160,"2019-08-01"
"VA","Virginia",937,"2019-09-01"
"VA","Virginia",1179,"2019-10-01"
"VA","Virginia",1017,"2019-11-01"
"VA","Virginia",1203,"2019-12-01"
"VA","Virginia",1127,"2020-01-01"
"VA","Virginia",871,"2020-02-01"
"VA","Virginia",1981,"2020-03-01"
"VA","Virginia",3742,"2020-04-01"
"VA","Virginia",2635,"2020-05-01"
"VA","Virginia",2651,"2020-06-01"
"VA","Virginia",469,"2020-07-01"
"VA","Virginia",601,"2020-08-01"
"VA","Virginia",3781,"2020-09-01"
"VA","Virginia",6624,"2020-10-01"
"VA","Virginia",7839,"2020-11-01"
"VA","Virginia",8805,"2020-12-01"
"VT","Vermont",3,"2016-07-01"
"VT","Vermont",1,"2016-08-01"
"VT","Vermont",2,"2016-09-01"
"VT","Vermont",1,"2016-10-01"
"VT","Vermont",5,"2016-11-01"
"VT","Vermont",5,"2016-12-01"
"VT","Vermont",3,"2017-01-01"
"VT","Vermont",13,"2017-02-01"
"VT","Vermont",15,"2017-03-01"
"VT","Vermont",3,"2017-04-01"
"VT","Vermont",5,"2017-05-01"
"VT","Vermont",6,"2017-06-01"
"VT","Vermont",9,"2017-07-01"
"VT","Vermont",19,"2017-08-01"
"VT","Vermont",3,"2017-09-01"
"VT","Vermont",12,"2017-10-01"
"VT","Vermont",7,"2017-11-01"
"VT","Vermont",18,"2017-12-01"
"VT","Vermont",14,"2018-01-01"
"VT","Vermont",16,"2018-02-01"
"VT","Vermont",14,"2018-03-01"
"VT","Vermont",10,"2018-04-01"
"VT","Vermont",12,"2018-06-01"
"VT","Vermont",3,"2018-07-01"
"VT","Vermont",4,"2018-08-01"
"VT","Vermont",7,"2018-09-01"
"VT","Vermont",12,"2018-10-01"
"VT","Vermont",20,"2018-11-01"
"VT","Vermont",15,"2018-12-01"
"VT","Vermont",15,"2019-01-01"
"VT","Vermont",15,"2019-02-01"
"VT","Vermont",12,"2019-03-01"
"VT","Vermont",4,"2019-04-01"
"VT","Vermont",5,"2019-05-01"
"VT","Vermont",5,"2019-06-01"
"VT","Vermont",23,"2019-07-01"
"VT","Vermont",14,"2019-08-01"
"VT","Vermont",21,"2019-09-01"
"VT","Vermont",17,"2019-10-01"
"VT","Vermont",18,"2019-11-01"
"VT","Vermont",21,"2019-12-01"
"VT","Vermont",17,"2020-01-01"
"VT","Vermont",20,"2020-02-01"
"VT","Vermont",20,"2020-03-01"
"VT","Vermont",6,"2020-04-01"
"VT","Vermont",7,"2020-05-01"
"VT","Vermont",19,"2020-06-01"
"VT","Vermont",8,"2020-07-01"
"VT","Vermont",4,"2020-08-01"
"VT","Vermont",4,"2020-09-01"
"VT","Vermont",9,"2020-10-01"
"VT","Vermont",4,"2020-11-01"
"VT","Vermont",10,"2020-12-01"
"WA","Washington",415,"2016-06-01"
"WA","Washington",902,"2016-07-01"
"WA","Washington",916,"2016-08-01"
"WA","Washington",790,"2016-09-01"
"WA","Washington",950,"2016-10-01"
"WA","Washington",1009,"2016-11-01"
"WA","Washington",1125,"2016-12-01"
"WA","Washington",783,"2017-01-01"
"WA","Washington",1007,"2017-02-01"
"WA","Washington",914,"2017-03-01"
"WA","Washington",739,"2017-04-01"
"WA","Washington",820,"2017-05-01"
"WA","Washington",798,"2017-06-01"
"WA","Washington",979,"2017-07-01"
"WA","Washington",1080,"2017-08-01"
"WA","Washington",1101,"2017-09-01"
"WA","Washington",1405,"2017-10-01"
"WA","Washington",1211,"2017-11-01"
"WA","Washington",1082,"2017-12-01"
"WA","Washington",979,"2018-01-01"
"WA","Washington",843,"2018-02-01"
"WA","Washington",952,"2018-03-01"
"WA","Washington",927,"2018-04-01"
"WA","Washington",1066,"2018-05-01"
"WA","Washington",1259,"2018-06-01"
"WA","Washington",1107,"2018-07-01"
"WA","Washington",1097,"2018-08-01"
"WA","Washington",887,"2018-09-01"
"WA","Washington",853,"2018-10-01"
"WA","Washington",966,"2018-11-01"
"WA","Washington",1041,"2018-12-01"
"WA","Washington",889,"2019-01-01"
"WA","Washington",881,"2019-02-01"
"WA","Washington",760,"2019-03-01"
"WA","Washington",780,"2019-04-01"
"WA","Washington",810,"2019-05-01"
"WA","Washington",713,"2019-06-01"
"WA","Washington",915,"2019-07-01"
"WA","Washington",806,"2019-08-01"
"WA","Washington",820,"2019-09-01"
"WA","Washington",891,"2019-10-01"
"WA","Washington",681,"2019-11-01"
"WA","Washington",756,"2019-12-01"
"WA","Washington",887,"2020-01-01"
"WA","Washington",605,"2020-02-01"
"WA","Washington",749,"2020-03-01"
"WA","Washington",792,"2020-04-01"
"WA","Washington",1120,"2020-05-01"
"WA","Washington",1478,"2020-06-01"
"WA","Washington",274,"2020-07-01"
"WA","Washington",313,"2020-08-01"
"WA","Washington",602,"2020-09-01"
"WA","Washington",890,"2020-10-01"
"WA","Washington",956,"2020-11-01"
"WA","Washington",1084,"2020-12-01"
"WI","Wisconsin",2,"2016-04-01"
"WI","Wisconsin",4,"2016-05-01"
"WI","Wisconsin",99,"2016-06-01"
