Name,City,Latitude,Longitude,Group,Value
"AL","Alabama",33.0096025774613,-86.8959480810827,"Medium",74
"AL","Alabama",33.0096025774613,-86.8959480810827,"Serious",25
"AL","Alabama",33.0096025774613,-86.8959480810827,"Fatal",36
"AR","Arkansas",34.9032386956904,-92.3054924452507,"Medium",17
"AR","Arkansas",34.9032386956904,-92.3054924452507,"Serious",4
"AR","Arkansas",34.9032386956904,-92.3054924452507,"Fatal",5
"AZ","Arizona",33.2814071741025,-111.807817474636,"Medium",1944
"AZ","Arizona",33.2814071741025,-111.807817474636,"Serious",357
"AZ","Arizona",33.2814071741025,-111.807817474636,"Fatal",469
"CA","California",35.5695149429485,-119.487669719681,"Slight",52
"CA","California",35.5695149429485,-119.487669719681,"Medium",58129
"CA","California",35.5695149429485,-119.487669719681,"Serious",27830
"CA","California",35.5695149429485,-119.487669719681,"Fatal",1196
"CO","Colorado",39.5701572815428,-105.020594680734,"Medium",701
"CO","Colorado",39.5701572815428,-105.020594680734,"Serious",214
"CO","Colorado",39.5701572815428,-105.020594680734,"Fatal",409
"CT","Connecticut",41.4793006466823,-72.8969788035311,"Slight",3
"CT","Connecticut",41.4793006466823,-72.8969788035311,"Medium",1658
"CT","Connecticut",41.4793006466823,-72.8969788035311,"Serious",1124
"CT","Connecticut",41.4793006466823,-72.8969788035311,"Fatal",335
"DE","Delaware",39.5933225325301,-75.5896560580504,"Medium",91
"DE","Delaware",39.5933225325301,-75.5896560580504,"Serious",52
"DE","Delaware",39.5933225325301,-75.5896560580504,"Fatal",103
"FL","Florida",27.588172717162,-81.4907573383903,"Slight",6
"FL","Florida",27.588172717162,-81.4907573383903,"Medium",17128
"FL","Florida",27.588172717162,-81.4907573383903,"Serious",6058
"FL","Florida",27.588172717162,-81.4907573383903,"Fatal",753
"GA","Georgia",33.6046790617676,-84.012314620205,"Slight",2
"GA","Georgia",33.6046790617676,-84.012314620205,"Medium",3301
"GA","Georgia",33.6046790617676,-84.012314620205,"Serious",4172
