Name,City,Latitude,Longitude,Group,Value
"OH","Ohio",40.1852988246557,-83.244893113979,"Medium",30281
"OH","Ohio",40.1852988246557,-83.244893113979,"Serious",11491
"OH","Ohio",40.1852988246557,-83.244893113979,"Fatal",5543
"OK","Oklahoma",35.6688021982016,-97.0585480329135,"Slight",65
"OK","Oklahoma",35.6688021982016,-97.0585480329135,"Medium",31021
"OK","Oklahoma",35.6688021982016,-97.0585480329135,"Serious",3592
"OK","Oklahoma",35.6688021982016,-97.0585480329135,"Fatal",427
"OR","Oregon",44.5833332365359,-122.179811270788,"Slight",1267
"OR","Oregon",44.5833332365359,-122.179811270788,"Medium",87646
"OR","Oregon",44.5833332365359,-122.179811270788,"Serious",5616
"OR","Oregon",44.5833332365359,-122.179811270788,"Fatal",3823
"PA","Pennsylvania",40.262294222949,-76.4822452749142,"Slight",197
"PA","Pennsylvania",40.262294222949,-76.4822452749142,"Medium",69284
"PA","Pennsylvania",40.262294222949,-76.4822452749142,"Serious",13639
"PA","Pennsylvania",40.262294222949,-76.4822452749142,"Fatal",6625
"RI","Rhode Island",41.7988845571357,-71.4362371750566,"Slight",71
"RI","Rhode Island",41.7988845571357,-71.4362371750566,"Medium",4660
"RI","Rhode Island",41.7988845571357,-71.4362371750566,"Serious",3472
"RI","Rhode Island",41.7988845571357,-71.4362371750566,"Fatal",111
"SC","South Carolina",34.2239818308178,-81.2530913518712,"Slight",99
"SC","South Carolina",34.2239818308178,-81.2530913518712,"Medium",99983
"SC","South Carolina",34.2239818308178,-81.2530913518712,"Serious",18947
"SC","South Carolina",34.2239818308178,-81.2530913518712,"Fatal",1433
"SD","South Dakota",43.6528527361111,-97.7313072546296,"Medium",168
"SD","South Dakota",43.6528527361111,-97.7313072546296,"Serious",8
"SD","South Dakota",43.6528527361111,-97.7313072546296,"Fatal",41
"TN","Tennessee",35.881023503932,-86.6450092618369,"Slight",1450
"TN","Tennessee",35.881023503932,-86.6450092618369,"Medium",39959
"TN","Tennessee",35.881023503932,-86.6450092618369,"Serious",12322
"TN","Tennessee",35.881023503932,-86.6450092618369,"Fatal",1764
"TX","Texas",30.9791714865433,-97.0069261044443,"Slight",1004
"TX","Texas",30.9791714865433,-97.0069261044443,"Medium",162362
"TX","Texas",30.9791714865433,-97.0069261044443,"Serious",58661
"TX","Texas",30.9791714865433,-97.0069261044443,"Fatal",4613
"UT","Utah",40.4036011647639,-111.920108033184,"Slight",392
"UT","Utah",40.4036011647639,-111.920108033184,"Medium",38061
"UT","Utah",40.4036011647639,-111.920108033184,"Serious",7102
