Name,City,Latitude,Longitude,Group,Value
"AL","Alabama",33.0096025774613,-86.8959480810827,"Slight",3
"AL","Alabama",33.0096025774613,-86.8959480810827,"Medium",837
"AL","Alabama",33.0096025774613,-86.8959480810827,"Serious",842
"AL","Alabama",33.0096025774613,-86.8959480810827,"Fatal",131
"AR","Arkansas",34.9032386956904,-92.3054924452507,"Medium",29
"AR","Arkansas",34.9032386956904,-92.3054924452507,"Serious",13
"AR","Arkansas",34.9032386956904,-92.3054924452507,"Fatal",53
"AZ","Arizona",33.2814071741025,-111.807817474636,"Slight",4
"AZ","Arizona",33.2814071741025,-111.807817474636,"Medium",5706
"AZ","Arizona",33.2814071741025,-111.807817474636,"Serious",1417
"AZ","Arizona",33.2814071741025,-111.807817474636,"Fatal",849
"CA","California",35.5695149429485,-119.487669719681,"Slight",39
"CA","California",35.5695149429485,-119.487669719681,"Medium",62232
"CA","California",35.5695149429485,-119.487669719681,"Serious",31791
"CA","California",35.5695149429485,-119.487669719681,"Fatal",1589
"CO","Colorado",39.5701572815428,-105.020594680734,"Slight",1
"CO","Colorado",39.5701572815428,-105.020594680734,"Medium",2848
"CO","Colorado",39.5701572815428,-105.020594680734,"Serious",1162
"CO","Colorado",39.5701572815428,-105.020594680734,"Fatal",691
"CT","Connecticut",41.4793006466823,-72.8969788035311,"Slight",3
"CT","Connecticut",41.4793006466823,-72.8969788035311,"Medium",2287
"CT","Connecticut",41.4793006466823,-72.8969788035311,"Serious",1798
"CT","Connecticut",41.4793006466823,-72.8969788035311,"Fatal",491
"DE","Delaware",39.5933225325301,-75.5896560580504,"Medium",402
"DE","Delaware",39.5933225325301,-75.5896560580504,"Serious",74
"DE","Delaware",39.5933225325301,-75.5896560580504,"Fatal",164
"FL","Florida",27.588172717162,-81.4907573383903,"Slight",15
"FL","Florida",27.588172717162,-81.4907573383903,"Medium",26129
"FL","Florida",27.588172717162,-81.4907573383903,"Serious",11125
"FL","Florida",27.588172717162,-81.4907573383903,"Fatal",1506
"GA","Georgia",33.6046790617676,-84.012314620205,"Slight",4
"GA","Georgia",33.6046790617676,-84.012314620205,"Medium",5235
"GA","Georgia",33.6046790617676,-84.012314620205,"Serious",6807
"GA","Georgia",33.6046790617676,-84.012314620205,"Fatal",1589
"IA","Iowa",41.736603329916,-93.426426630385,"Medium",959
"IA","Iowa",41.736603329916,-93.426426630385,"Serious",668
"IA","Iowa",41.736603329916,-93.426426630385,"Fatal",334
"ID","Idaho",44.1099698640898,-115.525314149377,"Medium",228
"ID","Idaho",44.1099698640898,-115.525314149377,"Serious",36
"ID","Idaho",44.1099698640898,-115.525314149377,"Fatal",82
"IL","Illinois",41.8543814695795,-88.0144345888154,"Slight",3
"IL","Illinois",41.8543814695795,-88.0144345888154,"Medium",11514
"IL","Illinois",41.8543814695795,-88.0144345888154,"Serious",5983
"IL","Illinois",41.8543814695795,-88.0144345888154,"Fatal",738
"IN","Indiana",39.9469523851827,-86.2183123234991,"Medium",2714
"IN","Indiana",39.9469523851827,-86.2183123234991,"Serious",1130
"IN","Indiana",39.9469523851827,-86.2183123234991,"Fatal",639
"KS","Kansas",38.871673674367,-95.0336432572537,"Medium",888
"KS","Kansas",38.871673674367,-95.0336432572537,"Serious",474
"KS","Kansas",38.871673674367,-95.0336432572537,"Fatal",91
"KY","Kentucky",38.3611586877473,-85.2213688948167,"Medium",1065
"KY","Kentucky",38.3611586877473,-85.2213688948167,"Serious",880
"KY","Kentucky",38.3611586877473,-85.2213688948167,"Fatal",153
"LA","Louisiana",30.5503656126902,-91.3440363456186,"Slight",1
"LA","Louisiana",30.5503656126902,-91.3440363456186,"Medium",5272
